Date,Sample Name,Farm Name,Soil Name,Crop Name,pH,Conductivity,Nitrogen,Phosphorus,Potassium,Boron,Copper,Ferrous,Manganese,Organic Carbon,Sulphur,Zinc,LAI,TII,ARI,RBI,CRI,FAI,MRI,HCI,Bi-carbonate,Carbonate,C/N Ratio,Calcium Carbonate,Col410,Col435,Col460,Col485,Col510,Col535,Col560,Col585,Col610,Col645,Col680,Col705,Col730,Col760,Col810,Col860,Col900,Col940,S1,S2,S3,S4,Temp,Moist,EC,Ph,Nitro,Posh,Pota
2026-01-18T00:00:00.000Z,F3_S1_Castor,F5,S1,Papaya,6.840216856,1529.100705,195.8305989,45.69166934,226.4019283,0.76,0.651355404,5.012884889,6.333672662,0.53,39.66339659,1.341387369,0.91882783,0.046163511,0.219572182,0.348892086,0.483807146,20.67244059,11.1583385,0.019119673,250,1.012394948,27.4024154,0.199441088,1272.045643,324.2654613,877.3023833,153.8336956,410.4784809,408.8810388,74.93577644,81.80076965,430.0553736,253.4242581,352.6562306,53.46638767,174.7200888,229.1756585,10977.75636,687.5995994,128.0320097,46.88589207,977.7431096,0,0,211.2022153,25.25705409,22.83427577,1240.856443,6.6533985,153.0679168,4.473238414,804.8077483
2026-01-18T00:00:00.000Z,F6_S2_Brinjal,F1,S6,Guava,7.142456982,216.1646324,194.7828024,45.14691144,238.0073451,0.76,0.652381109,5.140255266,6.379803232,0.53,42.08708056,1.321732919,0.817395592,0.054240282,0.257942551,0.307941352,0.591362297,22.43921626,6.367006441,0.016725697,250,0.685911585,27.4014408,0.206317884,1269.56152,255.2227412,809.3988848,169.9456313,366.8090463,312.8806355,72.91288572,77.94266284,396.6769023,179.185758,239.7509294,40.02759748,194.0145069,226.1474706,20863.92567,598.8889427,2.319020402,69.93300527,-469.9628137,0,0,259.9604391,26.53318805,22.36130944,4536.520519,7.386183008,11.78863709,244.0356931,405.6209305
2026-01-18T00:00:00.000Z,F2_FM_Guava,F5,S1,Brinjal,7.953896583,5042.770423,195.9830646,42.18193476,212.2969067,0.76,0.653455537,5.239469016,6.351251506,0.53,39.07165108,1.332715095,0.680469536,0.012833063,0.066900895,0.354620849,0.427017891,8.434269529,3.049134699,0.013791841,250,0.003709669,27.3183227,0.202284773,1240.828669,268.8448271,764.7292593,101.2469939,371.3682362,350.7763782,82.00574311,95.6855623,516.2294711,157.7776688,411.0599693,53.39310231,204.3669773,125.3120221,14337.36046,442.9133216,173.328569,84.50608344,846.2200498,0,0,325.3987757,27.28582409,26.27665222,1555.090007,6.969650391,70.971594,82.37530511,-269.0952746
2026-01-18T00:00:00.000Z,F1_Fx2_Brinjal,F5,S4,Castor,6.748104146,155.7302081,195.105287,44.98187255,205.7262624,0.76,0.648754655,5.137618623,6.383909163,0.53,40.78353027,1.339564185,0.732048385,0.007110568,0.09464706,0.357425728,0.538451408,15.27141275,8.762709452,0.004091317,250,-0.275870088,27.20748153,0.19825428,1040.472011,338.7895202,992.4759823,122.5279243,576.6571763,391.9644591,78.17680315,99.23194513,703.8998242,133.9551285,386.4687481,52.81753638,218.749736,161.7700002,13353.56756,826.2798016,287.1298926,40.20545957,2149.731408,0,0,243.3506731,27.14995746,25.45376894,-2525.873392,7.471076852,-188.7449433,558.7942141,830.6315928
2026-01-18T00:00:00.000Z,F2_S1_Guava,F2,S1,Guava,8.636721796,-1379.905235,194.8456871,43.79242697,207.7623814,0.76,0.620452593,5.141259894,6.408564362,0.53,40.43021354,1.323711093,0.918205573,0.016070955,0.10475653,0.377895781,0.425196374,11.27898065,7.996879526,0.013293558,250,0.654487954,27.38574925,0.202565187,1048.785334,271.9459007,936.1816097,135.3618095,339.5904383,466.9055815,80.33314738,84.27904938,462.9621406,149.436929,397.8283064,35.53349274,198.9111101,160.4002049,10361.5021,632.3603203,-11.38511843,12.97914731,932.770277,0,0,296.0395173,25.18002567,26.06180915,-1319.589016,7.929244562,212.0101478,111.2753522,-270.8349881
2026-01-18T00:00:00.000Z,F4_FX_cumin,F3,S7,Cumin,7.692435389,7044.156008,196.0610863,49.18907154,205.2405737,0.76,0.680645551,4.870788327,6.380718557,0.53,43.06929168,1.315137741,0.878621685,0.033383803,0.154736085,0.242352971,0.462292629,17.7966686,8.947288298,0.022292211,250,-0.241035493,27.4108411,0.202791602,1063.236954,243.3629853,935.6665372,129.1491445,429.0653221,448.898024,90.58150601,83.17945403,570.18683,129.2000768,415.8528847,41.31803282,193.1611046,157.1798955,18204.79169,1035.750981,-117.3905122,45.23059872,1234.157214,0,0,267.9770546,26.77702526,27.68453525,4735.176641,7.44040754,175.3806682,517.8612408,658.6871667
2026-01-18T00:00:00.000Z,F4_F1_papaya,F4,S6,Cumin,5.973302663,10749.36241,194.7376564,47.59495135,187.9420726,0.76,0.654844652,5.052700227,6.356596044,0.53,41.05436904,1.340975518,0.852227828,0.00795934,0.20271028,0.367202423,0.497208165,12.22457785,8.096641623,0.004961644,250,0.499976389,27.23598072,0.199603567,1084.856464,203.5137403,960.5982243,161.8218429,474.6848001,408.1610909,68.66102221,91.25194782,543.2704561,117.0882428,375.8222047,51.7762743,196.666412,169.8214822,10853.95851,740.9946013,465.4992999,34.71080764,1325.744248,0,0,293.9433368,27.86461068,20.63713409,-2598.352411,7.435398213,-60.81620693,17.35099621,499.7488279
2026-01-18T00:00:00.000Z,F1_S3_castor,F5,S3,Cumin,6.882819426,-3071.459598,194.3004114,44.00306813,220.7138563,0.76,0.669566694,5.162092698,6.376259959,0.53,41.33641498,1.340208141,0.881496226,0.052568264,0.153012631,0.211906283,0.45452599,13.20852202,6.75060829,0.015511821,250,0.297735047,27.29954585,0.205408598,1206.37647,312.0346401,794.6435215,108.012358,299.9857998,436.0270689,66.6793531,108.5260514,533.5751436,205.1376074,353.5352799,54.19192912,175.5951458,181.1098812,17439.37626,-602.3991615,-85.27445004,23.9054141,1542.94064,0,0,252.377542,27.18635889,24.27816105,-1249.616315,7.231126813,133.2242898,233.0370681,412.9113249
2026-01-18T00:00:00.000Z,F2_S3_Guava,F4,S3,Brinjal,7.625549844,7031.913922,193.8153343,50.16471309,227.1699046,0.76,0.631080707,5.153634737,6.406441984,0.53,38.57557092,1.331880687,0.707314381,0.03480337,0.231016949,-0.02076758,0.518749276,23.60095307,9.109001311,0.01515493,250,0.261488516,27.25834477,0.206633087,1649.714323,349.9223327,809.8194927,132.0922843,665.8739416,257.2397089,80.18046266,98.8148702,564.4224378,187.9222717,345.4313591,63.19418664,181.4530886,204.0462005,1501.8468,-129.2573925,162.6387672,43.06980249,2164.245826,0,0,302.8987546,28.22316787,23.62427152,2749.962295,7.34001058,-33.46409479,278.0574178,300.1975591
2026-01-18T00:00:00.000Z,F4_s1_guava,F4,S2,Castor,6.908056621,80.62774993,194.65999,45.93556667,246.1030377,0.76,0.605544527,5.057530925,6.404603676,0.53,40.703505,1.337117701,0.994169933,0.022883716,0.318351824,0.479549595,0.346092544,2.958691199,6.624242119,0.015418357,250,0.104091023,27.32209156,0.203409683,1330.324685,356.6847861,779.6608873,148.1621889,494.4497666,345.9287822,50.77601558,53.62966024,556.1666239,133.8183031,403.1700606,55.12551652,215.8827292,176.7681062,11085.55816,763.8606429,128.9354876,33.36443194,425.4786006,0,0,303.7536218,26.85486973,29.83665487,2844.697479,7.405006296,17.40891702,-2.946732018,102.85873
2026-01-18T00:00:00.000Z,F1_S2_castor,F2,S7,Papaya,7.08757881,-1685.382606,195.1595467,45.95762006,186.7157925,0.76,0.63113021,5.132834324,6.414432172,0.53,37.77140141,1.332291517,0.895742072,-0.011188568,0.077201321,0.29653575,0.506811299,17.12199854,9.180640583,0.018859374,250,1.156744012,27.46598538,0.196106868,994.6822401,232.8855487,681.2615411,179.3402591,523.9534268,352.5537011,72.76461778,91.39718766,369.9792314,228.5006373,473.4026084,38.37125033,239.3133478,186.9084307,26397.9927,-54.03930123,-21.2170222,43.51663877,2723.06532,0,0,250.881239,27.84741936,22.54374653,4669.442554,7.674475912,-205.2338111,487.2229973,730.8335844
2026-01-18T00:00:00.000Z,F1_S1_castor,F5,S4,Castor,7.36734246,-213.4430776,194.3045657,46.17381701,209.5246379,0.76,0.622262685,5.060498468,6.341387381,0.53,39.24154225,1.33250835,0.728321816,0.010660771,0.205748393,0.430249088,0.574681619,17.79038621,9.939567824,0.021731338,250,0.067958541,27.45846403,0.200348872,1133.807617,391.0868718,873.5832015,118.7447619,675.0026052,350.4088909,77.04800962,88.40182985,362.4162014,224.1908606,302.7979536,30.128023,155.5420501,199.2210636,19176.92492,188.8853946,83.88271574,54.12445991,2676.243424,0,0,241.6315127,27.42453602,23.86956774,2026.03875,7.452486655,22.00728484,260.999083,768.5679759
2026-01-18T00:00:00.000Z,F1_Fx2_Brinjal,F5,S4,Guava,7.667573496,2751.899571,195.736744,45.31046715,241.5695287,0.76,0.560846802,4.734841829,6.375092666,0.53,44.18426864,1.327842383,0.901829796,0.028558446,0.259518189,0.414861697,0.52374798,18.73298036,2.985748613,0.009698164,250,0.064298955,27.42112582,0.20498318,1332.638302,254.7559268,912.2469905,166.5428712,639.9723893,370.1058264,56.44803319,78.17250143,362.3032195,221.6105524,390.3231066,30.6125406,144.011836,165.6227362,14727.06041,234.2258135,133.8244188,58.45555638,3668.87041,0,0,279.4677692,27.32622266,28.92814806,4019.708503,7.231332964,166.1392892,50.31938614,426.3514991
2026-01-18T00:00:00.000Z,F2_F3_Fx_Cumin,F5,S3,Papaya,7.537985321,1982.349111,194.9373456,44.78654819,217.0934048,0.76,0.673604068,4.877289847,6.323433456,0.53,40.03591875,1.329121745,1.062073662,0.014347391,0.218325532,0.131264097,0.616793267,20.27176874,15.2814112,0.009562949,250,0.197184377,27.46651087,0.19974418,1562.883476,251.7805808,666.4997474,199.1790379,440.184222,354.8031,80.70334192,112.2622885,535.9401278,160.3356622,354.0394545,60.38727487,195.2162332,190.7059638,14541.17194,416.2434591,89.60001977,50.40922665,1701.514279,0,0,261.2836021,27.88401895,28.12176445,4268.072191,7.425510221,262.1593141,310.1312254,170.5027721
2026-01-18T00:00:00.000Z,F4_s3_cumin,F1,S2,Brinjal,8.238875063,3630.024771,195.7060334,44.04970281,212.1146238,0.76,0.632731058,5.063532721,6.34033124,0.53,36.88000745,1.326676168,1.014132007,0.045453021,0.070794693,0.316932183,0.339857012,30.77455091,11.95942517,0.022770766,250,0.250030526,27.45411898,0.206513056,1444.617837,231.765233,981.7583575,167.2171667,331.5558979,320.0878311,69.5266057,106.4469031,459.3950372,197.8156634,295.7944776,43.30684065,184.4178585,178.0568368,30055.30982,504.4604826,-125.7047285,48.01367512,2033.535386,0,0,248.3491829,25.85382799,26.36660936,1184.490296,7.787504184,90.34481387,354.105453,47.59750991
2026-01-18T00:00:00.000Z,F2_S2_Papaya,F3,S6,Brinjal,7.485340812,-1016.554989,195.793746,41.22767082,190.4242039,0.76,0.617846874,5.179152458,6.355374011,0.53,39.16084357,1.342096426,0.787154835,0.043451688,0.156344879,0.292216871,0.614148965,17.98178963,10.99640652,0.00763193,250,1.175779842,27.50650784,0.197314734,1512.81928,283.5618118,884.8461435,187.2418523,295.7893096,299.3993724,103.3526495,97.2683116,465.2616719,137.4832007,413.9315941,37.29321465,179.6625375,146.9500041,9234.685489,838.3090657,102.87234,25.68926136,1952.941605,0,0,257.7644473,27.16523044,24.47239388,4045.212333,8.109704116,150.6740797,99.55476617,348.3983868
2026-01-18T00:00:00.000Z,F4_s1_guava,F3,S6,Guava,7.560474493,4534.534596,195.7688121,45.09580176,186.9702374,0.76,0.648653611,5.133838767,6.503766809,0.53,39.37651157,1.322689724,0.841817005,0.034630089,0.264081293,0.355271762,0.567206832,14.74208709,6.457573703,0.014691075,250,0.281694242,27.22873924,0.212459635,1151.414204,348.2330963,799.8375444,170.3160431,641.9763511,245.206499,93.33153977,63.61487339,502.2734967,187.2247161,392.2177968,39.94206002,185.1693646,162.3363556,2541.10323,875.2323466,-227.2319803,31.27052613,1574.686129,0,0,218.1288236,25.90754509,18.50475742,1240.947542,7.524942589,-12.24902296,204.9138483,414.4908138
2026-01-18T00:00:00.000Z,F1_S2_Papaya,F1,S2,Brinjal,6.165512656,4157.069,195.5146466,47.77896153,197.0296508,0.76,0.661123393,4.978262303,6.351083016,0.53,40.10537777,1.341881792,0.755086108,0.034576102,0.269724101,0.066484484,0.438366774,18.12627363,8.862261413,0.023124752,250,0.168783977,27.35314124,0.203831858,1159.82827,331.1255973,673.0400285,145.5726241,427.9931657,387.4330314,78.693861,96.66094507,533.030503,167.9759099,372.9343769,44.75844485,92.78743408,181.2752066,9824.721475,219.0851297,295.2829296,51.36071973,1148.870782,0,0,248.8230281,28.05893443,25.90080176,276.1394056,7.732256239,157.1498595,19.91787795,298.8151925
2026-01-18T00:00:00.000Z,F1_S2_castor,F4,S1,Cumin,8.077364268,-5313.640319,195.2095571,51.54892884,214.1608361,0.76,0.655534275,5.41856873,6.341328991,0.53,41.71974306,1.323835435,1.036177986,0.034654783,0.098766946,0.285188877,0.532402659,25.36154459,8.797394436,0.000914542,250,0.400444334,27.43164254,0.204909019,1445.228136,304.96649,769.0927813,169.669554,582.5820974,437.248577,78.85080209,92.47536672,582.3486517,206.4432292,433.8686338,55.5168904,172.3216641,190.058281,2648.584663,1277.550646,70.78106452,76.10559495,729.2865555,0,0,252.672539,26.69413618,25.12902663,-209.5846255,7.136432345,104.6216522,-185.3434164,1.311715515
2026-01-18T00:00:00.000Z,F3_Fx_Papaya,F3,S1,Cumin,7.117879604,-620.5270055,195.8318996,45.49127711,185.1374867,0.76,0.680171887,4.940031163,6.416275958,0.53,40.27203832,1.322381066,0.733811787,0.050725366,0.240293728,0.280992199,0.448671259,27.24734858,10.25093141,0.010763571,250,-0.039850226,27.43528311,0.203788384,1530.852794,293.7245725,593.8905563,133.7201789,453.8941011,467.4610425,89.49177746,75.8593818,476.9148111,196.1531678,365.5835385,39.52220689,158.6232405,186.3117959,20565.39515,1094.518136,110.2759133,19.26162081,1092.912401,0,0,249.6414933,27.79596451,23.29650968,2452.082177,7.036389038,-0.332047101,513.303436,427.5503365
2026-01-18T00:00:00.000Z,F1_S3_castor,F4,S1,Papaya,7.15402032,4253.798963,196.0315808,43.34442214,251.2313916,0.76,0.631907526,5.202413771,6.341510631,0.53,42.21253134,1.32374633,0.831748684,0.00617982,0.250252212,0.33176844,0.58218761,17.28657822,7.706571855,0.013869016,250,0.737111785,27.38825379,0.209041973,1653.343685,295.4111602,502.3355106,135.928611,405.8134763,306.7415837,72.16216559,96.58893727,490.4371336,144.4972106,417.603231,26.04080157,180.7805104,187.1434091,11014.24398,1750.029579,228.5083971,41.31990546,1561.328966,0,0,233.3445359,26.3092941,27.52877697,-1513.450454,7.395852797,285.0847963,332.8025291,502.376768
2026-01-18T00:00:00.000Z,F5_S4_Brinjal,F1,S2,Castor,7.019029593,1668.625754,195.1751298,44.31539962,212.8020538,0.76,0.628337258,5.052419865,6.334579663,0.53,41.91570472,1.326331478,0.865843777,0.037911009,0.210621712,0.307188812,0.466847412,12.01948114,3.814784307,0.020152531,250,0.070977432,27.29466503,0.197735723,1563.194523,233.1201303,756.3591316,240.362419,368.5976939,474.0966919,76.85951377,104.8804969,595.3977615,171.2180599,410.1763271,50.66637089,168.5703101,149.9354338,4705.991862,1120.251774,222.9353854,49.25073825,2140.736063,0,0,214.6593107,26.96258344,19.58849698,2827.059746,7.679098351,-64.1982815,186.9388087,434.7505453
2026-01-18T00:00:00.000Z,F3_S3_Brinjal,F4,S7,Cumin,6.584723842,-4022.419794,194.1295799,44.38085516,239.2970574,0.76,0.625272971,5.311473338,6.460037464,0.53,39.47450673,1.317425972,1.030150122,0.013030133,0.255366239,0.388252083,0.505284591,18.7859304,6.511214393,0.022721137,250,0.514197033,27.58560123,0.200235195,1072.523711,319.3618554,771.5085485,132.6800577,377.0041433,381.050863,80.16781902,91.32713708,465.8629109,153.8462339,394.5164741,39.78747288,187.2616349,133.545741,-1673.638071,371.6395307,272.1410022,60.23811452,1906.044678,0,0,250.7190431,26.873512,24.62234783,849.4214024,7.359681922,227.2957263,136.5622107,86.11568635
2026-01-18T00:00:00.000Z,F2_FM_Guava,F6,S3,Cumin,6.883356043,195.7539996,194.8210734,48.06393574,211.2445038,0.76,0.64500896,5.304347505,6.333948316,0.53,37.04240394,1.312124968,0.630555877,0.002369995,-0.000209802,0.320501237,0.51004908,15.43250411,8.473169732,0.011276709,250,0.790636101,27.37517693,0.201744787,1254.12914,211.2649285,1232.215437,135.1001728,463.8496355,282.3179689,62.34227987,76.50713392,340.458949,193.5940529,367.8597664,39.84806981,174.3750225,175.0134227,19303.85273,1323.019597,179.6337056,51.22690063,2144.100355,0,0,269.0033752,26.55956656,29.79309843,-339.4603996,7.462432613,-207.3517817,200.6644573,-560.423751
2026-01-18T00:00:00.000Z,F5_S3_Brinjal,F3,S2,Papaya,7.263279758,1398.832689,194.9260866,44.8604717,215.7831229,0.76,0.601925821,4.857432772,6.432274743,0.53,42.62077497,1.364078348,0.695181387,0.021412727,0.076270528,0.387343751,0.459524468,15.77759275,13.54557117,0.008880378,250,0.30141346,27.42890184,0.204407452,1447.599944,274.2633862,1057.488562,141.2799509,307.8136966,201.4285371,100.4358215,76.19540963,592.9145691,141.9834743,294.1059988,60.42106887,178.0569351,169.0734255,15281.27932,1087.780089,33.58488905,49.62059548,1821.371108,0,0,265.0062705,26.04216342,20.0682483,6184.198054,6.743169457,83.22100087,329.128233,-370.3870328
2026-01-18T00:00:00.000Z,F1_S4_castor,F5,S7,Castor,7.308737636,661.0924632,194.6695923,46.03027399,225.5994599,0.76,0.646286861,5.084036233,6.386155459,0.53,39.08696292,1.330087248,0.880624578,-0.00492327,0.246001749,0.113229081,0.556010407,20.11629966,10.04979816,0.022497195,250,0.658904846,27.41424134,0.213721592,1565.530563,294.0990652,655.2513086,157.2960922,488.4836325,428.5929423,75.96314633,88.56276511,492.4597503,135.4157565,353.3720908,45.11367575,183.4774179,129.99011,22349.87311,1293.817991,67.23918408,41.67123028,1080.364477,0,0,206.3506942,25.843851,34.5993969,3126.659792,7.21919959,268.6030796,304.6697615,501.7124456
2026-01-18T00:00:00.000Z,F2_Fx_Papaya,F1,S7,Castor,8.103573618,-115.3759203,194.7396846,45.48804667,230.776595,0.76,0.695075812,5.264937784,6.445208709,0.53,40.03489009,1.327513676,0.76239789,0.047164491,0.154298278,0.433062703,0.464970376,26.05272721,7.687548852,0.02519014,250,0.385556701,27.39090975,0.204719433,636.4738419,273.7144557,758.5086848,148.3330872,565.8937437,525.5428438,90.75041737,95.56734215,506.561819,175.7407492,333.5904088,66.09362595,232.5856294,202.9919192,27866.6717,639.6737182,271.4776424,85.1792626,2216.964835,0,0,241.0450455,26.52993909,19.6488777,2884.555333,7.532192788,-16.85139388,224.3926583,-457.6163592
2026-01-18T00:00:00.000Z,F1_S3_castor,F6,S5,Cumin,7.483457516,-4163.481295,195.427638,44.60009563,194.7906372,0.76,0.665768862,5.27715073,6.346798531,0.53,39.93635152,1.297261051,0.750670132,0.041342626,0.152115135,0.189887189,0.567169179,9.830022071,11.73021709,0.025724069,250,0.739740611,27.30531126,0.212450363,1088.667346,222.3548484,727.3313212,169.6537919,548.5412979,482.0503385,73.44866474,96.46161922,438.4276106,174.3774437,352.4985487,43.29767039,203.086255,171.1527776,11782.70331,645.909859,423.1385504,37.97113986,1843.385212,0,0,272.9346898,27.56693005,28.65641589,2590.511957,7.94194439,-14.59961138,135.1843303,739.8848755
2026-01-18T00:00:00.000Z,F4_s5_cumin,F6,S7,Brinjal,6.638899143,-350.5319009,195.2215059,47.23907532,209.3247121,0.76,0.639655432,4.764581554,6.374615422,0.53,39.61113165,1.31640559,0.898826414,0.046523792,0.220190278,0.285714026,0.230640682,18.38405844,7.760679908,0.00180687,250,1.195842428,27.43655846,0.21066162,1293.073132,241.1439242,1159.708253,172.8171583,457.0236256,354.7779214,97.14824236,85.13379209,654.4876188,241.9213169,405.4016755,36.93321838,164.361307,166.7081239,11594.88777,115.7830175,209.8549931,59.35878851,1872.121582,0,0,248.4928448,26.65167891,26.02046407,801.8361943,6.772084901,-55.93031156,85.26856189,549.800409
2026-01-18T00:00:00.000Z,F4_S4_Brinjal,F5,S2,Cumin,7.181785425,-106.1962368,193.7761367,44.42461936,220.1077326,0.76,0.631304754,5.310416848,6.371597159,0.53,39.20778871,1.333912895,0.905554209,0.046661187,0.171032054,0.21925228,0.46883136,23.34917231,15.20802964,0.022866182,250,-0.063952272,27.40110766,0.201888379,1448.752924,236.6860562,566.4584149,189.1426025,464.022309,430.120978,64.85749391,105.8839748,421.2989737,150.2358014,422.713401,53.81410347,227.5363616,177.0207919,8437.297346,763.9466611,38.56610897,83.48137383,2120.06312,0,0,277.3418465,26.10000574,23.56339023,547.5138914,7.759806042,142.559996,233.6503343,127.8291104
2026-01-18T00:00:00.000Z,F6_S1_Brinjal,F2,S2,Cumin,6.827607076,-2473.853703,195.5298094,47.00062553,210.6441293,0.76,0.631818201,5.098623318,6.351409842,0.53,41.13022101,1.335652277,0.594986282,0.045235166,0.170400204,0.276694692,0.411618959,14.73830418,8.02730926,0.002788504,250,0.988851979,27.35812632,0.199565266,1737.469248,302.8923476,695.6275269,175.3765039,367.3200159,350.7178716,70.45523115,80.20842185,628.5313405,145.6011347,271.6608297,44.04859473,194.9309113,178.8866756,2523.467733,1799.257416,-77.56743019,49.81807665,1434.004926,0,0,290.8396146,27.43086731,20.78243502,-4170.141472,7.48127829,147.5287794,225.000695,755.0933946
2026-01-18T00:00:00.000Z,S1_f1_Guava,F3,S3,Brinjal,7.70556523,735.5154149,195.7641189,42.69580976,205.8473598,0.76,0.611552676,5.202755349,6.410486291,0.53,40.17988738,1.343351077,0.887565588,0.044434175,0.096889462,0.13487773,0.55733856,23.39338418,9.477362296,0.019377129,250,-0.081013741,27.48243639,0.19235792,1099.545585,283.8985814,834.4361676,174.0363688,330.4924007,384.5535299,86.88022115,103.9080702,484.793991,164.8433284,433.9934908,53.98727164,192.6567884,163.3417193,5968.510628,742.9219828,10.68588458,35.76196816,1168.131099,0,0,258.4456154,27.28192665,24.83704519,2827.971527,7.466777082,172.8905338,0.859189155,-431.6005764
2026-01-18T00:00:00.000Z,F1_Fx_Cumin,F5,S3,Cumin,6.82841933,4022.442471,195.0466446,45.83401255,241.5571767,0.76,0.614082232,5.214790651,6.317093897,0.53,39.89150621,1.328684354,0.781914648,0.038342925,0.158451243,0.130871201,0.506197788,18.89945555,9.425763835,0.018463083,250,0.781306371,27.4215131,0.198938058,1070.464229,176.5864116,701.0195217,129.6547527,443.3816028,409.8852067,71.69236186,116.4833144,653.5974529,114.0102345,402.5701321,41.39374105,191.0030421,157.519435,20674.06166,-14.04709324,270.2700465,16.25931969,2580.619407,0,0,227.2724826,26.58069992,24.40722157,-3044.423788,7.353173101,41.75387802,192.6346933,345.0965235
2026-01-18T00:00:00.000Z,F4_sx_Brinjal,F3,S3,Papaya,7.179884752,2168.200629,194.8408514,48.32702346,243.3205222,0.76,0.659204578,5.087015932,6.482267264,0.53,41.51004335,1.337232665,1.240279765,0.020119886,0.186378949,0.405039562,0.4898893,25.19715962,13.56744942,0.006775526,250,0.222405155,27.46660853,0.202673855,1341.781189,171.8074139,936.7615723,136.7237854,334.2808194,357.0437809,81.00629379,68.84056698,492.0930584,186.9661569,369.6406563,55.81049861,166.7043576,196.6326875,11410.19875,68.89714969,-12.28104693,27.45063678,2228.768054,0,0,271.2347214,27.46153911,24.93248763,685.9022731,7.302948563,-82.87551544,257.0805752,297.5512368
2026-01-18T00:00:00.000Z,F4_S2_Castor,F6,S5,Cumin,6.873058922,1173.967788,194.0863526,46.47760372,241.80485,0.76,0.641774992,4.850768122,6.338313065,0.53,38.90195808,1.331514705,0.5707077,0.041246422,0.174223629,0.29942783,0.551057208,15.91911716,7.897536486,0.025990069,250,0.575844929,27.451192,0.208005118,1442.446439,171.53401,862.1736489,166.4727769,646.9654631,364.828909,78.33012736,62.65669803,568.0940176,231.7473459,353.5087551,19.33330215,215.4097474,152.0485008,21956.50197,798.4613235,-7.435155025,54.085373,2275.899839,0,0,260.8298888,28.54189925,27.94102385,104.7326232,6.925727357,-103.2509713,286.6740897,835.5091089
2026-01-18T00:00:00.000Z,F3_F2_Fx_Castor,F5,S1,Brinjal,6.90880437,2458.75327,194.8738795,42.33900363,208.9467896,0.76,0.58377495,5.095042272,6.385314753,0.53,40.08944594,1.343494836,0.81561064,0.0304228,-0.008312849,0.138514649,0.456920403,23.79490876,7.613199505,0.028394986,250,0.083114876,27.49238861,0.203351776,1607.536142,217.7291745,1111.503971,137.4302393,545.9736619,343.2255398,86.94478086,52.99785344,541.1834549,183.3512995,400.5913822,55.00155173,207.544576,173.8769328,17014.03854,844.4112695,456.1859818,28.15457861,1766.900079,0,0,351.3838125,28.65852891,27.11105826,4149.526813,6.990216576,231.9042427,-54.35604994,116.7177848
2026-01-18T00:00:00.000Z,F4_S2_Papaya,F5,S2,Papaya,7.191695555,-1861.718379,195.7674316,47.48005581,213.6870688,0.76,0.628385159,5.035927281,6.309410805,0.53,43.51311971,1.343640136,0.667906514,0.040062983,0.228965366,0.120765071,0.5166939,18.17606167,11.45994299,0.017017462,250,0.267128689,27.40753973,0.203950028,965.4416559,300.8326903,1017.652915,137.7127055,456.3509341,387.232286,88.99871269,71.12847123,687.9011576,172.7602926,464.5125578,33.33545033,184.7310677,184.943285,18825.20411,191.3618315,43.36522257,26.34774599,1236.283819,0,0,213.0036688,27.66888888,22.07178162,1019.120145,7.095676943,326.7140816,-169.2866188,708.9709026
2026-01-18T00:00:00.000Z,F4_s5_papaya,F1,S6,Papaya,7.785867544,936.0006366,194.6998913,44.54167879,227.1537838,0.76,0.628443456,4.96947256,6.447441514,0.53,43.09722054,1.332786542,0.733750652,0.038140507,0.22585728,0.361788284,0.418803397,8.109871814,14.31647202,0.006757282,250,0.154364991,27.55336596,0.204989965,1525.872059,307.0516334,765.4774174,154.6724743,335.688426,403.6280734,81.44113463,79.26685223,343.5667951,186.1382136,448.6398038,49.52885934,197.3459405,177.5344295,13506.42337,1299.66851,212.7354617,49.22603477,1628.139793,0,0,277.0236177,26.07190291,25.50038076,2977.585187,7.151885044,157.3626095,202.7155365,63.73962023
2026-01-18T00:00:00.000Z,F1_F2_F3_Fx_Guava,F3,S4,Brinjal,8.011307007,1692.046401,195.1865532,48.17901926,200.4609729,0.76,0.63175741,4.870588959,6.336171068,0.53,42.43731526,1.319005612,0.770435563,0.018622174,0.25301807,0.333957297,0.314559359,12.3908807,5.549935486,0.028925678,250,0.357990454,27.43484553,0.199800038,1444.61841,334.7285756,1118.701041,124.728983,293.3674722,331.4259422,79.15295801,67.49698563,567.1639056,195.477073,386.2409457,31.02384199,198.4358664,152.6805564,24437.53899,822.6179015,202.9903202,48.3810483,1682.861956,0,0,261.5371137,27.0966302,30.74476102,301.6853942,7.601395457,203.2404384,376.6657307,-97.58904066
2026-01-18T00:00:00.000Z,F4_s1_guava,F3,S5,Papaya,7.547374277,-496.2647889,195.3074177,43.59767749,212.9802694,0.76,0.602365357,4.91190445,6.321272096,0.53,41.27276013,1.332506964,1.051153078,0.009558691,0.216325826,0.198052796,0.44472722,17.66558406,8.750122053,0.013015124,250,0.511710753,27.44827832,0.198836234,928.0446935,270.5576402,702.1820256,150.996798,426.6802597,588.2363712,84.46177806,79.33829663,480.0176445,187.0145213,401.0890651,46.63835284,134.8035137,182.9184447,-1741.675604,22.18069174,100.4956612,42.66187813,1614.077002,0,0,278.906051,26.15415221,29.33646623,6043.37584,8.03391369,115.4334491,245.5028582,1421.906067
